#   gal ID      M*           (g-r)       SFR
  845438    2.8144e+07     0.2283    5.5794e-03
  845484    3.5612e+07     0.3466    7.1220e-03
  845527    2.5926e+07     0.2885    6.8460e-03
  845569    4.1363e+07     0.3901    4.1671e-03
  845600    3.9133e+07     0.3292    1.0321e-02
  845657    8.8759e+07     0.6352    1.0000e-05
  845684    4.5330e+07     0.3876    5.5570e-03
  845699    4.3908e+07     0.3054    1.2576e-02
  845709    4.5633e+07     0.3805    3.6978e-03
  845724    3.7151e+07     0.3731    7.4355e-03
  845764    7.1415e+07     0.3058    9.8886e-03
  845766    2.8930e+07     0.4763    2.5883e-03
  845799    8.4340e+07     0.3206    1.2765e-02
  845809    3.4934e+07     0.2475    8.9271e-03
  845906    4.1832e+07     0.5862    1.0000e-05
  845919    3.2361e+07     0.3904    4.5276e-03
  845959    2.6589e+07     0.2970    1.2531e-03
  845975    5.9289e+07     0.6153    1.0169e-03
  846019    3.3835e+07     0.2684    7.6945e-03
  846035    8.1733e+07     0.5331    1.7057e-03
  846082    3.3651e+07     0.3220    4.7195e-03
  846103    3.3768e+07     0.3933    5.1832e-03
  846233    3.7222e+07     0.5165    1.4891e-03
  846263    4.7344e+07     0.1666    1.5627e-02
  846282    2.5493e+07     0.3979    2.7694e-03
  846289    4.8274e+07     0.5583    3.6189e-04
  846325    3.5134e+07     0.5279    5.7388e-04
  846345    3.1316e+07     0.1941    1.3184e-02
  846375    6.5442e+07     0.2800    5.8955e-03
  846509    1.5846e+08     0.6939    1.0000e-05
  846555    3.9129e+07     0.2751    5.7537e-03
  846570    2.5728e+07     0.3968    1.6131e-03
  846707    4.6043e+07     0.2373    1.2161e-02
  846714    3.6158e+07     0.4302    5.4992e-03
  846718    3.4927e+07     0.2554    1.0142e-02
  846773    3.9367e+07     0.3522    6.0481e-03
  846853    5.3597e+07     0.4197    3.3039e-03
  846859    3.8529e+07     0.4915    9.9559e-04
  846876    3.4126e+07     0.3694    4.6092e-03
  846903    3.4409e+07     0.2288    3.8537e-03
  846928    4.0720e+07     0.1611    2.1269e-02
  846957    3.0795e+07     0.1996    5.0242e-03
  846980    2.6019e+07     0.3017    5.4311e-03
  847033    5.5982e+07     0.2609    1.5100e-02
  847070    2.5726e+07     0.3398    4.6067e-03
  847114    4.1061e+07     0.3931    2.2248e-03
  847124    9.9239e+07     0.3847    4.7020e-03
  847203    3.0960e+07     0.2405    3.6240e-03
  847218    3.1436e+07     0.4642    2.0258e-03
  847227    1.0399e+08     0.3429    6.0010e-03
  847248    2.6066e+07     0.5010    3.2550e-04
  847289    3.2751e+07     0.1943    9.4529e-03
  847297    2.8093e+07     0.2755    5.8957e-03
  847310    4.9334e+07     0.3268    5.8760e-03
  847320    8.4649e+07     0.3592    7.7956e-03
  847346    2.9481e+07     0.4302    9.1401e-04
  847352    3.3716e+07     0.5262    1.5348e-03
  847424    2.9726e+07     0.2342    1.1839e-02
  847470    2.5982e+07     0.3350    2.4386e-03
  847502    4.2110e+07     0.6494    1.4615e-04
  847706    4.0976e+07     0.2255    8.5345e-03
  847796    3.0287e+07     0.2507    5.8988e-03
  847851    1.0297e+08     0.4288    1.0713e-02
  847908    3.5720e+07     0.4752    1.5956e-03
  847935    3.7495e+07     0.3794    3.8736e-03
  847949    3.1289e+07     0.5320    9.1495e-04
  847964    7.2842e+07     0.5214    4.7884e-03
  847965    4.4638e+07     0.6031    1.0000e-05
  847975    5.7272e+07     0.2708    9.8219e-03
  848074    4.3881e+07     0.3991    2.3717e-03
  848118    2.5230e+07     0.2686    7.3733e-03
  848158    3.0073e+07     0.2301    5.3857e-03
  848203    2.7062e+07     0.3210    3.2331e-03
  848270    5.2283e+07     0.3247    6.5726e-03
  848302    3.6311e+07     0.3158    3.2366e-03
  848343    2.6356e+07     0.3050    3.2362e-03
  848374    6.8508e+07     0.3517    8.8474e-03
  848379    7.6145e+07     0.3141    1.9072e-02
  848400    6.9930e+07     0.3595    9.9197e-03
  848488    2.9864e+07     0.3051    7.9484e-03
  848551    3.1907e+07     0.3948    5.7982e-03
  848684    2.8063e+07     0.3123    4.5391e-03
  848751    2.8794e+07     0.4006    4.4800e-03
  848770    3.8533e+07     0.2407    9.9138e-03
  848829    4.3656e+07     0.4796    6.0152e-03
  848833    2.8124e+07     0.4459    2.2166e-03
  848859    4.5663e+07     0.3489    5.1584e-03
  848866    3.4051e+07     0.2309    1.0130e-02
  848908    5.8354e+07     0.4324    5.2700e-03
  848934    8.1980e+07     0.3163    8.8263e-03
  849082    5.0536e+07     0.4098    1.6947e-03
  849139    4.5391e+07     0.3061    6.0104e-03
  849146    1.1742e+08     0.6406    3.0877e-04
  849156    4.2734e+07     0.2930    6.4593e-03
  849192    9.6204e+07     0.3563    2.2551e-02
  849285    1.0376e+08     0.3797    9.9124e-03
  849412    3.5877e+07     0.6069    5.7068e-04
  849432    3.6328e+07     0.3956    4.5465e-03
  849450    3.3621e+07     0.2839    3.8834e-03
  849526    5.6123e+07     0.3009    1.3050e-02
  849567    6.1983e+07     0.3932    8.8435e-03
  849584    4.2791e+07     0.5677    5.1225e-04
  849591    3.8652e+07     0.3481    1.1484e-02
  849614    9.4075e+07     0.4497    3.9584e-03
  849721    2.1438e+08     0.4733    2.3861e-02
  849750    4.5677e+07     0.2583    1.2079e-02
  849863    4.6980e+07     0.4911    2.0942e-03
  849886    4.3810e+07     0.4935    2.2763e-03
  849910    4.0226e+07     0.4084    3.1239e-03
  850008    4.5074e+07     0.3078    1.2327e-02
  850019    2.7881e+08     0.6030    1.5759e-04
  850046    3.3338e+07     0.3451    5.2432e-03
  850125    1.3536e+08     0.4090    1.1944e-02
  850130    2.9959e+07     0.6005    1.7871e-03
  850185    3.4208e+07     0.4294    5.3073e-03
  850337    4.4101e+07     0.5114    9.4741e-04
  850356    2.9131e+07     0.3971    2.6984e-03
  850364    5.7501e+07     0.2778    7.3939e-03
  850369    2.5874e+07     0.3044    7.6195e-03
  850404    3.7651e+07     0.4072    4.0826e-03
  850413    5.2056e+07     0.3453    1.0238e-02
  850474    5.6303e+07     0.4208    8.3311e-03
  850490    4.1907e+07     0.3025    9.5094e-03
  850564    2.9841e+07     0.4059    2.4947e-03
  850595    2.8154e+07     0.2937    3.1565e-03
  850621    4.9889e+07     0.4286    4.2309e-03
  850802    4.3163e+07     0.3208    7.1085e-03
  850875    2.8083e+07     0.4809    5.2907e-04
  850914    9.9795e+07     0.3402    1.7182e-02
  850922    9.1670e+07     0.3080    9.9922e-03
  850946    3.6065e+07     0.2933    9.6084e-03
  850959    3.1064e+07     0.2616    8.2419e-03
  851104    2.8135e+07     0.3041    3.6664e-03
  851115    2.7478e+07     0.3436    3.1336e-03
  851126    4.6975e+07     0.4428    4.5817e-03
  851259    4.1804e+07     0.1949    2.1462e-02
  851292    2.5735e+07     0.3072    3.4190e-03
  851318    2.8864e+07     0.3291    5.1865e-03
  851351    1.0138e+08     0.3529    7.1647e-03
  851480    4.4498e+07     0.3174    7.0018e-03
  851609    1.3377e+08     0.6643    7.2525e-04
  851622    3.0665e+07     0.4152    6.0758e-03
  851713    5.6104e+07     0.1772    2.2635e-02
  851808    3.0656e+07     0.1744    9.3299e-03
  851820    4.8946e+07     0.3920    7.7757e-03
  851823    2.6076e+07     0.3802    2.5996e-03
  851835    1.0301e+08     0.3280    1.5639e-02
  851837    4.5599e+07     0.2253    1.4478e-02
  851948    2.4227e+08     0.6571    1.0000e-05
  851950    2.6555e+07     0.2530    4.8727e-03
  852069    3.6219e+07     0.2715    1.0106e-02
  852142    3.7664e+07     0.1048    1.9381e-02
  852236    3.2154e+07     0.2965    7.6489e-03
  852273    3.8600e+07     0.2437    5.1662e-03
  852355    3.2824e+07     0.6571    1.0000e-05
  852364    5.3701e+07     0.4479    2.5453e-03
  852420    3.0384e+07     0.2878    6.0851e-03
  852429    4.3434e+07     0.4261    1.7169e-03
  852517    3.5170e+07     0.6441    1.0000e-05
  852523    6.4911e+07     0.3084    3.0691e-03
  852539    4.2895e+07     0.3641    6.4670e-03
  852615    2.9661e+07     0.1833    1.1265e-02
  852639    2.6034e+07     0.3921    3.3642e-03
  852842    3.2000e+07     0.2739    2.5265e-03
  852930    4.0650e+07     0.3800    2.9332e-03
  852952    4.3025e+07     0.4584    3.7305e-03
  853005    5.4288e+07     0.2923    5.2278e-03
  853030    7.0691e+07     0.6813    1.0000e-05
  853051    4.4223e+07     0.2224    5.9959e-03
  853067    2.1500e+08     0.6539    1.0000e-05
  853147    2.8376e+07     0.3024    8.6939e-03
  853181    3.6349e+07     0.3445    4.4308e-03
  853191    2.7435e+07     0.6172    9.3476e-05
  853226    4.4066e+07     0.3366    5.6177e-03
  853325    5.5881e+07     0.3895    8.2106e-03
  853356    2.6096e+07     0.3175    4.7387e-03
  853433    5.2447e+07     0.6451    7.9767e-05
  853437    5.3760e+07     0.4355    3.9392e-03
  853537    5.2596e+07     0.6177    4.9455e-04
  853587    4.5801e+07     0.2581    6.5393e-03
  853695    2.8656e+07     0.5971    9.8477e-04
  853714    4.6416e+07     0.4282    2.4782e-03
  853829    2.5539e+07     0.4002    2.2059e-03
  853864    3.4365e+07     0.2418    7.7629e-03
  853887    8.5405e+07     0.5376    5.6276e-03
  853915    2.8150e+07     0.3795    3.3357e-03
  853970    3.3926e+07     0.3998    2.8420e-03
  854043    3.0667e+07     0.5545    7.3288e-04
  854050    3.6120e+07     0.6236    1.0000e-05
  854110    3.2215e+07     0.4743    1.1603e-03
  854177    2.5821e+07     0.3270    4.2197e-03
  854247    1.6136e+08     0.4060    1.8934e-02
  854323    2.6836e+07     0.3155    6.3593e-03
  854421    4.9239e+07     0.4021    3.3696e-03
  854448    7.3583e+07     0.2555    1.0701e-02
  854461    5.9486e+07     0.4707    6.6225e-03
  854522    2.6693e+07     0.6086    1.0000e-05
  854539    4.3230e+07     0.3870    2.7935e-03
  854545    4.0136e+07     0.2912    3.7829e-03
  854641    4.0324e+07     0.3865    2.6143e-03
  854688    3.1446e+07     0.3058    5.3629e-03
  854748    3.4024e+07     0.6278    5.4360e-04
  854807    5.3374e+07     0.6499    3.1403e-05
  854842    3.4437e+07     0.3162    4.1554e-03
  854848    2.6314e+07     0.3875    5.7388e-03
  854867    5.0308e+07     0.4299    1.6911e-03
  854896    2.6109e+07     0.2810    6.0959e-03
  854923    2.9411e+07     0.3297    1.8576e-03
  855036    4.1636e+07     0.4892    1.8354e-03
  855065    2.6630e+07     0.6495    1.0000e-05
  855109    3.3538e+07     0.2868    2.7500e-03
  855138    3.0547e+07     0.4346    1.3307e-03
  855177    5.0601e+08     0.6864    1.0000e-05
  855243    3.0075e+07     0.5417    4.1766e-04
  855290    5.5666e+07     0.4560    5.6481e-03
  855330    3.1471e+07     0.4252    2.1525e-03
  855381    2.5518e+07     0.4390    1.1759e-03
  855477    2.8172e+07     0.4275    2.9900e-03
  855504    6.6636e+07     0.4413    5.8573e-03
  855510    3.3352e+07     0.6565    1.0000e-05
  855519    5.6058e+07     0.5154    1.9518e-03
  855563    3.0158e+07     0.2691    4.1559e-03
  855575    2.8604e+07     0.4250    2.1855e-03
  855625    2.7734e+07     0.3987    2.4848e-03
  855700    2.7348e+07     0.3737    3.5605e-03
  855731    8.2608e+07     0.4432    5.7585e-03
  855754    2.5542e+07     0.4793    1.1391e-03
  855762    4.7312e+07     0.4628    3.3273e-03
  855870    5.0091e+07     0.6217    1.0000e-05
  855904    2.7892e+07     0.3213    6.5716e-03
  855924    8.1861e+07     0.6853    1.0000e-05
  855930    3.0439e+07     0.3899    1.8078e-03
  856104    5.8359e+07     0.4823    4.4041e-03
  856142    1.4640e+08     0.6600    1.0000e-05
  856153    2.8393e+07     0.4439    2.6864e-03
  856191    2.5823e+07     0.2514    2.2314e-03
  856245    5.4400e+07     0.4086    1.1922e-02
  856342    4.3938e+07     0.4764    2.6208e-03
  856371    6.9070e+07     0.6808    1.0000e-05
  856377    3.9979e+07     0.3308    3.0356e-03
  856715    3.3966e+07     0.4427    1.9888e-03
  856731    2.3128e+08     0.6669    1.0000e-05
  856756    3.5741e+07     0.4592    1.5622e-03
  856767    7.2953e+07     0.6186    1.0000e-05
  856823    3.0494e+07     0.3064    7.2284e-03
  856894    2.7068e+07     0.5544    1.1107e-04
  856964    3.2965e+07     0.2980    6.6219e-03
  856971    4.6937e+07     0.4208    4.6148e-03
  856978    8.3392e+07     0.2997    2.0137e-02
  857001    4.7252e+07     0.3286    6.0950e-03
  857005    2.7207e+07     0.2672    4.5456e-03
  857044    5.1687e+07     0.3357    3.9738e-03
  857059    3.2430e+07     0.5274    2.2747e-03
  857117    2.8851e+07     0.3332    1.3373e-03
  857240    8.4064e+08     0.7381    1.0000e-05
  857241    4.9666e+07     0.2816    9.5994e-03
  857319    5.8134e+07     0.2975    1.8321e-02
  857357    6.3738e+07     0.4913    7.3433e-04
  857363    4.4151e+07     0.5206    2.3592e-03
  857413    3.0491e+07     0.6005    1.0000e-05
  857470    4.2096e+07     0.3915    3.1296e-03
  857519    6.6418e+07     0.6107    1.0000e-05
  857596    3.7882e+07     0.3195    6.0504e-03
  857773    6.9732e+07     0.3088    1.3988e-02
  857786    3.5676e+07     0.3209    4.7172e-03
  857817    3.6931e+07     0.3269    3.7924e-03
  857870    4.7802e+07     0.3877    4.3350e-03
  857915    9.3533e+07     0.4489    8.0508e-03
  857954    6.5573e+07     0.6450    1.0000e-05
  858006    4.9172e+07     0.4134    2.1470e-03
  858022    7.7201e+07     0.6730    1.0000e-05
  858059    4.1923e+07     0.5262    1.5993e-03
  858164    3.2924e+07     0.4477    4.2191e-03
  858181    3.9562e+07     0.5311    1.0977e-03
  858190    3.3028e+07     0.2634    1.0297e-02
  858380    2.5211e+07     0.3638    4.1669e-03
  858453    3.9451e+07     0.3878    3.8381e-03
  858552    3.5308e+07     0.3653    2.4552e-03
  858586    2.7544e+07     0.4262    1.9524e-03
  858757    3.4151e+07     0.6126    7.5323e-04
  858818    4.0485e+07     0.3384    5.6279e-03
  858827    3.5367e+07     0.4444    2.3923e-03
  858919    2.5623e+07     0.5930    1.0000e-05
  859022    9.7761e+07     0.5882    5.6057e-04
  859032    3.3668e+07     0.4762    1.6351e-03
  859292    2.8049e+07     0.4107    1.0659e-03
  859312    3.5990e+07     0.3011    4.0118e-03
  859369    3.9252e+07     0.4192    2.4832e-03
  859386    2.5555e+07     0.4835    7.7344e-04
  859457    2.8444e+07     0.2994    6.2019e-03
  859746    7.7792e+07     0.5137    3.4085e-03
  859759    5.2859e+07     0.3180    1.1246e-02
  859801    2.9113e+07     0.4954    9.7694e-04
  859816    3.9692e+07     0.1766    7.4112e-03
  859902    3.6146e+07     0.3922    5.3129e-03
  859943    2.9910e+07     0.1352    5.5858e-03
  860002    3.0590e+07     0.6472    1.0000e-05
  860174    2.6911e+07     0.6722    1.0000e-05
  860253    7.7906e+07     0.6521    1.0000e-05
  860352    3.4962e+07     0.5510    7.1312e-04
  860374    2.8169e+07     0.4748    2.2711e-03
  860386    2.7382e+07     0.4316    1.2476e-03
  860532    8.6289e+07     0.5554    2.8985e-03
  860672    4.4293e+07     0.1585    4.5044e-03
  860691    6.4136e+07     0.6395    1.0000e-05
  860713    2.7673e+07     0.4725    1.1080e-03
  860793    2.8887e+07     0.6435    1.0000e-05
  860810    2.9204e+07     0.2646    7.9486e-03
  860875    2.7895e+07     0.4196    2.6759e-03
  860879    4.0504e+07     0.4804    4.3437e-03
  860925    6.1288e+07     0.2979    1.0258e-02
  860961    2.9789e+07     0.1067    7.6810e-03
  861249    2.5822e+07     0.1887    4.2376e-03
  861316    3.3642e+07     0.3342    4.7090e-03
  861755    3.9350e+07     0.3091    4.0067e-03
  861968    9.3272e+07     0.3123    1.9069e-02
  862007    3.9890e+07     0.4501    2.5729e-03
  862102    4.0311e+07     0.3270    6.6937e-03
  862210    2.5638e+07     0.4284    2.0439e-03
  862257    6.4292e+07     0.3169    9.4512e-03
  862331    5.0342e+07     0.3700    6.3879e-03
  862384    6.4728e+07     0.6285    7.3729e-05
  862390    8.8190e+07     0.6478    1.0000e-05
  862523    7.7626e+07     0.5595    1.1842e-03
  862551    1.3570e+08     0.6759    1.0000e-05
  862772    3.1362e+07     0.3246    4.1011e-03
  862943    6.0049e+07     0.5308    2.1784e-03
  862997    3.2948e+07     0.3355    4.6315e-03
  863044    2.3498e+08     0.5643    8.4195e-03
  863240    3.6997e+07     0.5710    7.9473e-04
  863260    9.0533e+07     0.6562    1.0000e-05
  863280    2.8485e+07     0.5244    2.0926e-03
  863339    3.0286e+07     0.4198    1.7203e-03
  863451    4.6243e+07     0.5390    1.2495e-03
  863506    5.6245e+07     0.6528    1.0000e-05
  863584    4.6112e+07     0.6371    1.0000e-05
  863622    4.1903e+08     0.7004    1.0000e-05
  863668    2.7808e+07     0.4529    1.4422e-03
  863712    3.2186e+07     0.3946    4.4634e-03
  863734    2.9101e+07     0.4014    5.3469e-03
  863905    2.7202e+07     0.4896    1.1430e-03
  864020    3.5017e+07     0.1301    7.8153e-03
  864172    3.7956e+07     0.4594    2.4113e-03
  864179    2.5151e+07     0.4410    1.8710e-03
  864234    2.8795e+07     0.3751    3.2248e-03
  864256    3.6578e+07     0.3177    7.4295e-03
  864366    8.6637e+07     0.4418    8.4555e-03
  864425    2.8830e+07     0.6193    1.2115e-04
  864508    3.4491e+07     0.5275    1.6554e-03
  864766    2.8388e+07     0.4802    7.4108e-04
  864772    3.4828e+07     0.6186    1.0000e-05
  864794    3.4975e+07     0.4086    3.4483e-03
  864979    3.8707e+07     0.6115    1.4918e-04
  865049    3.0438e+07     0.5325    1.0122e-03
  865235    5.5695e+07     0.3006    9.0788e-03
  865289    6.1966e+07     0.5060    3.7134e-03
  865300    4.4760e+07     0.6284    1.0000e-05
  865379    3.6715e+07     0.3066    6.5865e-03
  865487    1.7396e+08     0.6809    1.0000e-05
  865538    1.3286e+08     0.6698    1.0000e-05
  865656    4.5530e+07     0.3741    2.9193e-03
  865689    6.1194e+07     0.4817    2.2116e-03
  865719    2.6703e+07     0.2980    3.4256e-03
  865843    3.1876e+07     0.3710    2.2992e-03
  865862    2.8528e+07     0.6197    1.0000e-05
  866114    3.0610e+07     0.3064    2.1401e-03
  866170    2.3446e+08     0.6321    1.0000e-05
  866172    8.8400e+07     0.6146    1.9089e-03
  866240    4.9384e+07     0.6482    1.0000e-05
  866357    3.0915e+07     0.3693    2.3933e-03
  866496    4.1083e+07     0.6120    1.0000e-05
  866873    4.8715e+07     0.6621    1.0000e-05
  867007    1.4017e+08     0.6807    1.0000e-05
  867045    2.5466e+07     0.6507    1.0000e-05
  867134    3.3912e+07     0.6221    1.0000e-05
  867332    7.3750e+07     0.6343    1.0000e-05
  867349    1.6891e+08     0.6690    1.0000e-05
  867356    1.4844e+08     0.6555    1.0000e-05
  867409    2.9463e+07     0.3554    3.5854e-03
